SN,Yr_disclosure,Regions,Codes,Number_of_StudR,Number_of_StudE,Student_participation_rates_to_ODC,Number_of_student_participating_ODC,Employed_students_to_CEA,Number_of_Departments_participating_ODC,Number_of_CEA,Difference_of_lecture_sizeclass,sizeclass_equal_under30,sizeclass_over30,ShannonD_for_lecture_credits,ShannonD_for_major_credits,Evenness_for_major_credits,Number_of_students_for_major_credits,ShannonD_for_liberal_credits,Evenness_for_liberal_credits,Number_of_students_for_liberal_credits,Number_of_capstone_students,Capstone_funds,TPTC_per_1K,TPTC,Number_of_volunteer_CL/PG_per_1K,Number_of_volunteer_CL/PG_students,Number_of_volunteer_CL/PG,Rates_of_volunteer_CL/PG_students_to_total_students,Library_literature_per_student,Library_spenditure_per_student,Number_of_StudE_per_faculty,Number_of_StudR_per_faculty,Number_of_entrepreneurship_CL_students,Number_of_entrepreneurship_PG_students,Number_of_entrepreneurship_CLPG_totalstudents,Number_of_entrepreneurship_faculty,entrepreneurship_funds(college),entrepreneurship_funds(business),startup_funds,fund_per_ntrepreneurship_student,startup_supporting_fund,Rates_of_faculty(StudE),Rates_of_faculty(StudR),Faculty_book_publications,factulty_paper_publications,Land_rates(StudE),Land_rates(StudR),Building_rates(StudE),Building_rates(StudR),Total_funds_of_financial_supports,Number_of_financial_support_projects,Total_GF,Number_of_GF_projects,Total_LGF,Number_of_LGF_projects,Financial_supports_per_StudE,Income_of_CIC,total_income_of_CIC,Educational_supports_fee_per_StudE,total_educational_support_fee,total_scholarship_outside,national_scholarship,total_scholarship_inside,disaster_scholaship,total_scholarship,scholarship_per_StudE,Registered_faculty_class_credits,Contract_based_faculty_class credits,Registered_faculty_credit_ratio,Contract_based_faculty_credit_ratio,Total_credits,Average_graduated_scores,Average_graduated_scores_100,Graduate_ShannonD,Graduate_evenness,Number_of_graduates,Number_of_employed,Number_of_exceptions_employment,Freelance,Founders,Industry_faculty_hired,Industry_faculty_designated,Industry_faculty_contract,Industry_faculty_career_less5yr,Industry_faculty_career_over5yr,Ind_facult_over_to_under,Industry_faculty_per_1K,Over5yr_ratio_per_1K,Safety_faculty_ratio,Safety_manage_budget_SCI,Safety_manage_budget_spenditure,Employment_rates
143,2020,01_Seoul,C010,6252,6633,19.27,1278,0,34,35,0.558,2210,1233,1.838,1.811,0.824,73171,1.865,0.849,10683,0,0,92.417,613,3.015,1311,20,0.198,35.8,27066.7,34.93,37.06,1952,873,2825,3,14700000,135681693,150381693,53232.458,150381693,61.51,58.31,0.115,0.378,49.8,50.5,131.1,133,9966467510,47,6806640480,28,3159827030,19,1502558.045,1207519566,12867663813,10046784,65896856280,14914463183,14600547600,5778055318,0,20692518501,3227658.5,3991.5,4387,0.476,0.524,8378.5,3.41,86,1.612,0.734,2550,1557,252,107,18,24,15,4,0.07,0.93,1333.333,6.483,201.015,50,98318810,306.809,64.9
144,2020,02_Inchon,C011,4004,4720,3.62,171,34,3,74,0.852,1267,1080,1.777,1.799,0.819,55759,1.754,0.798,14766,596,90900608,49.364,233,1.271,1302,6,0.276,40.9,28460.4,34.82,41.04,3429,330,3759,1,33787794,0,33787794,8988.506,33787794,63.54,53.99,0.114,0.16,36,34.4,105.7,100.9,2392183000,20,1335242000,11,1056941000,9,506818.432,283130480,2423690906,10087021.6,46864302226,12741057570,12675752600,4844868440,0,17585926010,3867588.7,2689,2886,0.482,0.518,5575,3.36,83.89,1.602,0.729,1878,1239,193,18,6,2,1,0,0.111,0.889,800,0.636,169.492,50,14234240,71.171,69.8
145,2020,02_Inchon,C012,3316,3655,5.39,197,78,9,72,0.302,2087,631,1.948,1.883,0.857,52318,2.012,0.916,5505,811,103580890,63.748,233,1.368,1287,5,0.352,26.7,28211.9,34.91,38.47,3224,431,3655,2,0,9873100,9873100,2701.259,311406460,62.09,56.21,0.081,0.119,92,86.6,137,129.4,7559022500,14,6925403750,10,633618750,4,2068132.011,720119032,8579323536,9510021.4,38563136809,9674780831,9542416670,3152968840,0,12827749671,3333614.8,3077.4,2448.3,0.557,0.443,5525.7,3.51,86.54,1.712,0.779,1612,1125,133,11,13,0,0,0,0.3,0.7,233.333,0,63.839,33.333,8238670,0,74
146,2020,02_Inchon,C013,5756,6840,3.38,231,61,12,135,0.403,2845,1147,1.874,1.917,0.872,88809,1.832,0.834,14198,704,153875428,93.567,640,0.146,33,1,0.005,31,24573.9,33.27,39.54,1752,184,1936,2,2200000,125692815,127892815,66060.338,127892815,62.45,52.58,0.081,0.343,54.2,52.1,105.8,101.7,7611559510,41,7472809510,34,138750000,7,1112801.098,607208828,8458664937,10707710.2,73658338746,17671993241,17346283701,7474135073,0,25146128314,3733649.3,5392,4251,0.559,0.441,9643,4.17,96.21,1.655,0.851,3090,1741,222,0,21,21,6,0,0.083,0.917,1100,3.947,160.819,33.333,36651720,67.822,67.2
147,2020,03_Daejeon,C014,4062,3741,0,0,0,0,0,0.469,1389,651,2.019,2.02,0.919,49952,2.019,0.919,10133,459,18608508,0,0,8.287,294,31,0.079,42.1,26832.9,41.45,38.17,614,0,614,1,0,0,0,0,0,50,54.14,0,0.009,201.7,239.3,119.3,141.6,4035924800,15,3933560000,7,102364800,8,1078835.819,243043575,4091456208,10129466.8,42472854494,10674735653,10614590533,3406865777,0,14081601430,3535425.9,2539,2508,0.503,0.497,5047,3.21,84.78,1.802,0.82,1733,969,284,19,18,0,0,0,0,1,0,0,0,50,13392050,20.974,67.3
148,2020,03_Daejeon,C015,4142,4424,0,0,0,0,0,0.832,1285,1069,2.035,2.02,0.919,58842,2.051,0.933,18173,155,46623240,71.203,315,0.226,828,1,0.187,78.7,28619.9,33.67,35.97,1369,610,1979,4,0,36931800,36931800,18661.849,36931800,62.12,58.02,0.014,0.142,237.6,220.7,179.2,166.4,6027211640,13,5472360000,5,554851640,8,1362389.611,130666330,6063828186,10211670.7,46044423026,12068979650,11919491210,3632711340,0,15701690990,3585679.6,2779,2535.2,0.523,0.477,5314.2,3.31,86.44,1.727,0.831,1560,1013,226,32,13,1,20,0,0.214,0.786,366.667,4.747,82.881,50,4402610,10.239,73.3
149,2020,03_Daejeon,C016,5280,5697,0,0,0,0,0,1.415,1103,1561,1.998,2.002,0.911,66958,1.994,0.908,16537,258,18845240,27.383,156,3.511,4222,20,0.741,30.6,29966.5,33.85,36.52,1376,138,1514,4,94126394,635254874,729381268,481757.773,62310000,59.32,54.93,0.045,0.335,72.7,72.3,132.5,131.8,6192494465,22,5544118465,14,648376000,8,1086974.63,550680320,6336512749,9999001.5,57294278727,14658111355,14409713955,4778933065,0,19437044420,3457318.5,4200.5,2430.5,0.633,0.367,6631,3.39,85.59,1.688,0.768,2076,1445,163,7,15,6,0,0,0.167,0.833,500,1.053,87.765,33.333,8464390,5.878,78
150,2020,03_Daejeon,C017,4640,4469,8.73,390,191,20,160,0.386,1907,736,1.879,1.901,0.865,50656,1.858,0.845,11961,1430,51091122,92.191,412,4.699,663,21,0.148,36,23234.4,39.32,37.87,2033,291,2324,2,7626800,9023600,16650400,7164.544,22369900,55.4,57,0.023,0.125,106.7,110,122.2,126,3871757675,19,3353452675,12,518305000,7,866358.844,123935515,3752403013,10329763.5,48932089592,12819392420,12669936880,3824016385,0,16643408805,3660305.4,2834,3647.8,0.437,0.563,6481.8,3.3,87.21,1.654,0.85,1893,1097,273,12,11,13,1,4,0.4,0.6,150,4.028,33.565,50,466400,0.47,67.3
151,2020,04_Sejong,C018,3167,3410,0,0,0,0,0,0.468,1145,536,1.963,1.87,0.851,34704,2.055,0.935,10965,0,0,124.633,425,4.985,956,17,0.28,34.2,22258.8,33.34,35.89,1191,340,1531,0,10255400,50919292,61174692,39957.343,61174692,61.69,57.23,0.014,0.073,334,313.2,130.7,122.5,4755450000,13,4680450000,9,75000000,4,1394560.117,907915457,2463991618,10753253.4,37227763385,9044607405,8950885225,2914904560,0,11959511965,3540412.1,2353,2145,0.523,0.477,4498,3.24,86.93,1.479,0.825,1236,628,231,52,7,18,18,0,0.2,0.8,400,10.557,117.302,0,38249070,0,71.6
152,2020,05_Daegu,C019,4703,4992,6.53,326,131,10,159,0.709,1765,1252,1.965,1.923,0.875,72744,2.007,0.914,18041,121,11006750,69.912,349,0.401,1960,2,0.393,46.5,21665.7,38.55,40.92,1670,164,1834,4,8813700,51782070,60595770,33040.224,38095770,56.48,53.04,0.041,0.265,174.4,177.9,136.3,139.1,8411203840,36,7613879000,17,797324840,19,1684936.667,1210324988,8729267419,11208257.1,58899391284,16127193730,16033283850,5325112620,0,21452306350,4225390.3,2623.8,4135.1,0.388,0.612,6758.9,3.38,87.78,1.553,0.867,2206,1234,360,54,26,6,0,0,0.211,0.789,375,1.202,75.12,50,12614030,84.783,68.6
153,2020,05_Daegu,C020,1751,1661,9.33,155,91,8,205,0.221,928,205,1.836,1.837,0.836,22107,1.835,0.835,2836,315,34390900,272.125,452,1.204,321,2,0.193,62.8,22737.6,33.04,31.34,3597,346,3943,2,30171120,0,30171120,7651.818,0,61.63,66.25,0.09,0.063,206.6,206.9,278.8,279.1,726755000,10,679455000,6,47300000,4,437540.638,398257640,870819837,11544875.8,19303032277,4418654650,4386228300,1714003155,0,6132657805,3802019.7,1216.8,1160,0.512,0.488,2376.8,3.49,86.75,1.65,0.794,722,462,145,49,11,2,3,0,0.444,0.556,125,3.01,75.256,50,13028980,86.854,64.4
154,2020,05_Daegu,C021,3879,4093,4.08,167,77,7,98,0.489,1668,816,1.93,1.875,0.853,57884,1.984,0.903,9982,284,10998390,63.279,259,10.261,2169,42,0.53,37.7,24262,29.39,31.01,1139,208,1347,2,0,47592150,47592150,35331.96,47592150,71.35,67.01,0.092,0.134,62.8,57.9,185.3,170.8,8438656198,33,7226052942,19,1212603256,14,2061728.854,1238929264,8211936945,11038586.9,45258206465,13820018063,13765885113,4887223807,0,18707241870,4652385.4,2807,2613.2,0.518,0.482,5420.2,3.41,85.85,1.597,0.768,1456,963,140,0,29,1,11,0,0.26,0.74,284.615,2.932,69.537,50,12987710,37.108,70.1
155,2020,05_Daegu,C022,6186,6959,0.65,45,4,1,1,1.216,1765,2147,1.958,1.969,0.896,101509,1.947,0.886,14726,904,36043070,33.626,234,3.88,1516,27,0.218,34.3,24899.9,34.18,38.45,2757,1004,3761,4,33091610,249311360,282402970,75087.203,282402970,59.34,52.46,0.027,0.175,30.1,27.6,137.9,126.2,8277885000,41,7861534000,21,416351000,20,1189522.201,910108518,7948404315,9668531,67718390819,19733432916,19542579296,6402404041,0,26135836957,3779586,3740.2,4559.8,0.451,0.549,8300,3.34,84.54,1.71,0.778,2466,1685,149,3,11,11,21,2,0.3,0.7,233.333,4.886,33.53,25,12798822,17.108,74
156,2020,05_Daegu,C023,3310,3484,7.32,255,82,9,128,1.034,800,827,1.915,1.907,0.868,47725,1.922,0.875,7916,493,69349371,8.324,29,8.611,1102,30,0.316,33.9,31570.2,39.88,41.98,732,168,900,1,0,164046861,164046861,182274.29,45798810,53.9,50.3,0.228,0.209,277.9,254.5,195.4,178.9,7747637702,40,5338153000,20,2409484702,20,2223776.608,262707250,7718046467,10630501.1,37270536872,9396791220,9349504220,3032003170,0,12428794390,3637341.1,1591.2,2413.8,0.397,0.603,4005,3.48,86.36,1.72,0.783,1242,742,149,0,21,4,0,0,0.409,0.591,144.444,1.148,41.459,50,3799340,2.844,64.3
157,2020,05_Daegu,C024,5017,5872,10.46,614,175,20,214,0.862,1731,1492,1.923,1.936,0.881,75514,1.91,0.869,18840,797,84516253,86.512,508,2.725,1188,16,0.202,42.4,29622.3,35.08,41.06,1982,417,2399,4,43200000,119530000,162730000,67832.43,220730000,58.85,50,0.08,0.342,102.9,91.5,177.8,158.1,10379504000,31,9906327000,19,473177000,12,1767626.703,108756285,9725718658,10397686.5,60109025606,15540191050,15363646150,6297371970,0,21837563020,3847350.8,3395.3,3846.8,0.469,0.531,7242.1,3.27,83.37,1.687,0.768,2302,1615,209,6,17,8,0,0,0.295,0.705,238.462,1.362,40.61,33.333,14280790,27.442,73.4
158,2020,05_Daegu,C026,5790,7794,11.37,886,299,28,261,0.72,2529,1821,1.944,1.914,0.871,97754,1.975,0.899,14755,1277,34110977,86.605,675,0.385,703,3,0.09,42.5,31547.9,26.81,36.08,3548,403,3951,2,0,67953340,67953340,17199.023,67953340,78.83,58.54,0.019,0.01,948.7,821.6,147.6,127.8,11547052000,43,10954438000,25,592614000,18,1481530.921,1502304889,11920741921,11575543.7,95521386904,23419084560,23235895420,7732466335,0,31151550895,3899305.4,5977,4777,0.556,0.444,10754,3.43,85.95,1.606,0.731,3286,2242,345,25,16,8,9,0,0.493,0.507,102.941,2.181,13.208,40,228160,0.575,78.1
159,2020,06_Busan,C027,5629,6540,1.27,83,2,3,3,0.442,2602,1150,1.937,1.924,0.876,80611,1.95,0.888,19027,1132,95893532,120.795,790,1.682,3065,11,0.469,32.7,22321.2,31.1,36.13,1852,431,2283,0,0,195100060,195100060,85457.757,233485060,67.04,57.64,0.14,0.079,78.4,76.1,152,149.1,6838373000,22,6554863000,14,283510000,8,1045622.783,96121650,6457176503,9352849.2,65806647295,19079481070,18875773673,5931029111,0,25010510181,3712961.7,4811.4,4463.9,0.519,0.481,9275.3,3.57,89.73,1.62,0.737,2764,1848,298,0,26,14,18,0,0.351,0.649,184.615,4.893,28.229,33.333,12273010,113.22,73.4
160,2020,06_Busan,C028,1507,1518,0,0,0,0,0,0.836,574,480,1.92,1.951,0.888,21860,1.89,0.86,5093,162,5255630,54.677,83,20.422,812,31,0.535,34.9,25668.8,35.88,36.14,479,127,606,2,36354430,0,36354430,59990.809,3950430,57.53,56,0.747,0.172,60.8,57.8,120.8,114.9,174620000,6,71620000,2,103000000,4,115032.938,6918000,178161220,8637772.4,12870280902,3676021657,3638271657,1168003368,0,4844025025,3308760.3,779,1223.8,0.389,0.611,2002.8,3.36,84.61,1.599,0.769,474,288,21,0,4,5,0,0,0.111,0.889,800,3.294,527.009,50,25648340,256.483,75.3
161,2020,06_Busan,C030,4860,5163,0.79,41,31,1,113,0.164,3268,536,1.964,1.968,0.896,65523,1.959,0.892,14312,726,50573408,25.567,132,0.194,189,1,0.037,30.8,26607.6,33.06,35.12,1501,407,1908,1,0,89400290,89400290,46855.498,89400290,63.09,59.27,0.167,0.164,107.2,106.4,157.8,156.7,7961832903,25,7698097903,17,263735000,8,1542094.306,3443620998,11800539113,10129796.5,58226070521,14999766748,14790148988,4134541552,0,19134308300,3486572.2,4499.6,3553,0.559,0.441,8052.6,3.47,86.18,1.541,0.792,2238,1254,258,0,20,11,12,0,0.237,0.763,322.222,4.455,62.41,33.333,13739620,10.354,67.6
162,2020,06_Busan,C031,3118,3101,7.58,235,100,10,124,0.287,1582,454,1.946,1.913,0.871,36897,1.979,0.901,6622,144,16770450,66.43,206,26.766,1161,83,0.374,36.6,25654.9,33.17,32.99,611,482,1093,4,5500000,32500000,38000000,34766.697,38000000,63.09,62.67,0.14,0.136,135.5,141.9,149,156.1,5903143698,17,5390884548,9,512259150,8,1903625.83,211341577,6301752456,10250990.2,32741662691,8352482095,8282923255,2290189620,0,10642671715,3473456.8,2418.9,2058.1,0.54,0.46,4477,3.31,84.38,1.654,0.753,1055,754,129,5,10,2,19,0,0.176,0.824,466.667,6.772,150.489,50,4737260,26.316,68.3
163,2020,06_Busan,C032,2992,2625,0,0,0,0,0,0.141,1377,194,1.935,1.927,0.877,24855,1.943,0.884,10815,137,6990600,43.429,114,3.81,285,10,0.109,34,5806.3,35.62,31.25,2381,103,2484,1,62750000,214500000,277250000,111614.332,0,62.69,71.19,0.026,0.093,206,214.8,159.9,166.8,299558020,11,115600000,2,183958020,9,114117.341,0,453777483,8911937.8,25113840696,9866007780,9806259220,2553814730,0,12419822510,4709830.3,1881,1973,0.488,0.512,3854,3.32,84.14,1.798,0.818,984,580,236,2,44,6,0,0,0.306,0.694,226.667,2.286,86.349,0,8819810,989.878,63.4
164,2020,06_Busan,C033,3134,3464,17.03,590,149,17,294,0.23,1772,407,2.011,1.983,0.902,43693,2.039,0.928,9599,451,40859725,67.552,234,1.155,320,4,0.092,38.5,18171,27.25,30.12,1517,260,1777,3,0,73066937,73066937,41118.141,73130697,77.18,70.55,0.229,0.044,167.6,157.6,197.7,185.8,9533012700,16,9267182700,10,265830000,6,2752024.452,74694398,9414313306,9789910,40853294327,8794835059,8659906989,3580261010,0,12375096069,3089140.3,3127,2427,0.563,0.437,5554,3.26,83.67,1.744,0.794,1643,879,228,2,9,0,10,0,0.343,0.657,191.667,2.887,55.331,50,0,0,62.5
165,2020,06_Busan,C034,2901,2677,8.52,228,68,7,98,0.942,779,734,1.949,2.003,0.912,36410,1.894,0.862,7658,494,74619200,38.102,102,5.23,1053,14,0.393,55.6,21943.3,39.2,36.18,2208,85,2293,1,0,38689400,38689400,16872.83,38689400,56.92,61.16,0.108,0.098,124.9,128,149.6,153.3,4960460000,4,4905460000,3,55000000,1,1852992.155,24419092,4919748766,10252324.4,28911554837,7123012930,7027313570,2375865640,0,9498878570,3446617.8,1615,1718,0.485,0.515,3333,2.72,76.47,1.782,0.811,948,650,48,0,8,2,0,0,0.105,0.895,850,0.747,317.52,50,923820,8.989,67.2
166,2020,06_Busan,C035,902,682,0,0,0,0,0,0.146,444,65,1.934,1.854,0.844,10406,2.014,0.917,1442,0,0,0,0,0,0,0,0,17.4,8351.4,42.95,32.48,0,0,0,0,0,0,0,0,0,46.67,61.76,0,0,330.8,449.5,176.8,240.2,0,0,0,0,0,0,0,31030900,82032230,8801759.8,6698139223,1908485802,1894947902,574032088,0,2482517890,3541395,456.5,665.6,0.407,0.593,1122.1,3.49,86.3,1.604,0.824,300,91,96,1,7,0,0,0,1,0,0,0,0,0,0,0,39.8
167,2020,07_Ulsan,C037,4727,5478,10.13,555,109,10,185,0.439,2133,936,1.846,1.8,0.819,52910,1.893,0.862,13328,231,40487272,52.209,286,0.73,0,4,0,35.2,28008.2,33.29,38.58,2201,822,3023,2,0,289413678,289413678,95737.24,289413678,61.47,53.18,0.04,0.268,244.8,225.6,152.2,140.3,12308979813,42,10954529813,28,1354450000,14,2246984.267,1903562280,13327152337,10295914.8,54949297238,10289266160,10179045970,4062402150,0,14351668310,2758344.9,5196,3114.8,0.625,0.375,8310.8,3.48,88.3,1.575,0.809,1708,1134,113,8,9,21,0,0,0.244,0.756,310,3.834,56.59,50,31762650,67.01,73.4
168,2020,07_Ulsan,C038,2170,2748,0,0,0,0,0,1.266,610,772,1.889,1.916,0.872,38809,1.862,0.847,8247,777,39693278,10.553,29,8.734,607,24,0.221,30.7,26563.5,29.73,37.64,470,143,613,3,0,0,0,0,143712110,68.22,53.68,0.089,0.279,229.4,182.2,158.9,126.2,4566396000,17,4105400000,6,460996000,11,1661716.157,94727040,4515210995,9506072.1,26008613336,6457321080,6375412520,1849427450,0,8306748530,3049467.2,1657,1394,0.543,0.457,3051,3.51,87.14,1.416,0.79,879,651,39,0,10,5,0,0,0.077,0.923,1200,1.82,436.681,50,19415480,58.428,86.7
169,2020,08_Gwangju,C039,3243,3733,0,0,0,0,0,0.98,934,915,1.928,1.979,0.901,48268,1.877,0.854,9281,406,28612500,15.537,58,0.804,329,3,0.088,54.1,34120.7,32.11,36.96,390,82,472,3,0,38500000,38500000,81567.797,38500000,63.13,54.89,0.057,0.301,107.2,97.9,145.4,132.8,5349349000,12,5275049000,10,74300000,2,1432989.285,324867662,5036455858,9347104.1,35313359228,10167819370,10106923370,1960511860,0,12128331230,3269092,2225,1891,0.541,0.459,4116,3.45,86.27,1.62,0.832,1348,1002,83,0,6,7,8,0,0.182,0.818,450,4.018,120.546,33.333,2993230,17.607,77.8
170,2020,08_Gwangju,C040,444,595,0,0,0,0,0,11.579,19,220,1.841,1.837,0.836,8122,1.844,0.839,2584,35,2254500,0,0,3.361,50,2,0.084,54.4,31645.6,23.37,31.32,0,0,0,2,0,1487800,1487800,0,1487800,82.61,63.33,0,0.25,221.7,170.3,128.3,98.6,1412900000,1,1412900000,1,0,0,2374621.849,150000,1431348575,9476515.4,5865963019,1529107730,1521107730,402363150,0,1931470880,3145718,344.1,146.9,0.701,0.299,491,3.33,85.3,1.317,0.818,174,138,5,0,0,0,0,0,0.333,0.667,200,0,336.134,0,16387220,327.744,84.7
171,2020,08_Gwangju,C041,3218,3094,0,0,0,0,0,0.641,986,632,1.959,1.975,0.899,43844,1.943,0.884,6156,340,33514920,52.036,161,1.939,613,6,0.198,49.5,20682.9,40.23,38.68,1511,77,1588,1,10000000,30000000,40000000,25188.917,40000000,52.63,54.42,0.059,0.155,78.2,80.9,154.3,159.5,4381105000,16,3477505000,6,903600000,10,1416000.323,275135715,4578687798,9378848.4,30171755379,8150788913,8103088913,1647423100,0,9798212013,3174024,1687,2089,0.447,0.553,3776,3.34,85.05,1.722,0.828,1085,720,162,0,19,3,3,0,0.2,0.8,400,1.939,129.282,33.333,19388720,107.12,71.8
172,2020,08_Gwangju,C042,4225,5221,5.73,299,92,10,76,0.603,1541,929,1.992,1.997,0.909,57388,1.987,0.904,9899,788,72015120,55.353,289,3.448,788,18,0.151,19.2,21640.5,30.62,37.83,972,137,1109,2,3600000,0,3600000,3246.168,56378630,67.65,54.98,0.022,0.12,133.3,128.4,130.7,125.9,6935070000,12,6420370000,8,514700000,4,1328303.007,50511400,7024136948,9448391.7,48394662109,12488612159,12465136159,3092482595,0,15581094754,3114973,2870.7,3617.4,0.442,0.558,6488.1,3.31,84.65,1.773,0.807,2051,1308,216,8,21,0,7,0,0.385,0.615,160,1.341,30.645,50,4759000,11.898,74.8
173,2020,08_Gwangju,C044,556,771,0,0,0,0,0,1.544,149,230,1.807,1.836,0.883,11293,1.779,0.856,2567,60,5600000,0,0,1.297,183,1,0.237,41.3,21878.8,22.24,30.84,561,104,665,2,0,7000000,7000000,10526.316,7000000,89.29,64.1,0.011,0.564,396,285.5,116.3,83.9,961000000,2,961000000,2,0,0,1246433.204,11780000,90344407,8865974.3,6817934237,1473902490,1466902490,450018560,0,1923921050,2518221.3,476,253,0.653,0.347,729,3.36,85.52,1.502,0.838,183,170,1,0,0,0,0,0,0.25,0.75,300,0,389.105,0,5521930,65.581,86.9
174,2020,08_Gwangju,C045,2984,3321,6.02,200,61,8,76,0.418,1438,601,1.885,1.887,0.859,44388,1.884,0.857,7060,380,95712930,40.349,134,0.903,623,3,0.188,33.3,21912.2,30.14,33.55,620,329,949,1,5391260,25823618,31214878,32892.39,30841278,66.89,60.37,0.054,0.391,232,227.9,147.9,145.3,5497348950,16,5382348950,13,115000000,3,1655329.404,190095887,5545083164,9302070.2,31431695258,7672282668,7638643080,2727124990,0,10399407658,3179274.7,2558.6,2427.5,0.513,0.487,4986.1,3.5,88.56,1.64,0.843,1483,786,192,39,16,3,0,0,0.625,0.375,60,0.903,18.067,50,1651130,7.574,67.2
175,2020,09_Kyunggi,C046,3456,4125,1.02,42,14,1,54,0.319,1938,618,1.969,1.991,0.906,45227,1.948,0.886,15233,885,109868065,28.364,117,0.485,67,2,0.016,33.4,30566.5,30.05,35.87,2108,139,2247,1,42300000,61852900,104152900,46351.98,104152900,67.65,56.93,0.06,0.069,87.1,84.5,117.1,113.6,7296579353,39,5828820550,20,1467758803,19,1768867.722,1100786238,8247744557,10987583.8,46905995290,9975735940,9771253340,3896570133,0,13872306073,3330685.7,3332,3487,0.489,0.511,6819,3.33,84.44,1.619,0.737,1540,1152,184,1,20,15,2,0,0.182,0.818,450,4.121,109.091,33.333,9800450,21.305,74.4
176,2020,09_Kyunggi,C047,3663,4432,4.11,182,51,9,86,0.326,2037,665,1.97,1.949,0.887,51977,1.991,0.906,12408,949,54311500,37.681,167,0.451,1376,2,0.31,35.8,37511.5,29.78,36.03,1339,185,1524,2,1730170,22872370,24602540,16143.399,24602540,71.51,59.71,0.044,0.227,131.7,123.8,154.7,145.5,6114358000,15,5118297580,7,996060420,8,1379593.412,470067945,3873887598,11567106.8,50154975115,12373267000,12153495210,4288055170,0,16661322170,3921233.7,3565.2,3097.8,0.535,0.465,6663,3.39,85.34,1.699,0.773,1759,1146,278,24,15,2,2,0,0.244,0.756,310,0.903,69.946,50,10020000,32.323,70.1
177,2020,09_Kyunggi,C048,5093,6455,6.97,450,152,5,56,0.551,2237,1233,1.81,1.816,0.826,69463,1.804,0.821,12116,1409,48210918,121.611,785,0.775,348,5,0.054,16.4,21650.7,29.44,37.31,1474,275,1749,2,8177455,109268930,117446385,67150.592,117169785,71.78,56.54,0.072,0.135,270.6,237.2,203.9,178.7,7508021000,17,7360977000,9,147044000,8,1163132.61,257557939,13545047511,12165900.8,79869138944,19361498729,19228346169,6611222263,0,25972720992,4045595.2,4481.4,3352.7,0.572,0.428,7834.1,3.54,87.38,1.605,0.772,2409,1593,295,73,11,1,0,0,0.095,0.905,950,0.155,147.173,50,0,0,80.2
178,2020,09_Kyunggi,C049,2514,3009,0,0,0,0,0,0.618,809,500,1.94,1.855,0.844,28785,2.025,0.922,6371,628,24793699,62.147,187,0.665,85,2,0.028,43.3,48483.4,29.93,35.82,1253,391,1644,2,15000000,117450000,132450000,80565.693,129000000,66.67,55.63,0.024,0.1,134.3,114.9,145.5,124.4,4354950000,17,4175450000,11,179500000,6,1447308.076,916298315,1987945356,10568105.8,30562961885,6674264980,6435178900,3368294190,0,10042559170,3543598.9,1729,2401,0.419,0.581,4130,3.3,86.99,1.55,0.746,1170,518,163,2,22,4,0,0,0.778,0.222,28.571,1.329,9.495,0,3286670,0,59.6
179,2020,09_Kyunggi,C050,3806,3857,10.37,400,0,6,7,0.444,1654,735,1.93,1.938,0.882,41257,1.922,0.875,11282,702,44700000,39.927,154,0.259,2,1,0.001,31.6,20562.8,36.6,37.09,1514,86,1600,0,0,0,0,0,6158640,57.78,57.78,0.093,0.05,166.4,177.5,137.8,147,2578262090,27,1331375500,8,1246886590,19,668463.078,729995085,2074400117,9412417.1,36604890197,9100151220,9011625140,3496680430,0,12596831650,3342221.2,2597,2902,0.472,0.528,5499,3.41,88.09,1.624,0.781,1656,1017,221,53,26,3,0,0,0.267,0.733,275,0.778,71.299,50,0,0,66.1
180,2020,09_Kyunggi,C051,2997,3264,2.45,80,51,1,86,0.581,1019,592,2.048,1.999,0.91,38150,2.096,0.954,7093,439,21245266,113.051,369,0.919,160,3,0.049,32.9,28907.3,34.45,37.52,1134,198,1332,2,12037250,4950000,16987250,12753.191,12037250,63.04,58,0.004,0.25,326,316.2,131.6,127.6,1944772060,17,1061935390,10,882836670,7,595824.773,481583507,2059345058,9046181.5,32385329824,8381599660,7918629570,3089749800,0,11471349460,3338576.7,1980,2440,0.448,0.552,4420,3.2,82.48,1.886,0.858,1352,679,198,32,9,13,0,0,0.143,0.857,600,3.983,183.824,33.333,20232180,134.881,67
181,2020,09_Kyunggi,C052,176,444,0,0,0,0,0,0.322,177,57,1.786,1.758,0.8,4243,1.814,0.826,1419,235,3550000,443.694,197,9.009,112,4,0.252,95.8,60794.1,14.67,37,448,249,697,2,1273275,23909650,25182925,36130.452,25182925,150,66.67,0.176,0.246,3064.7,9045.5,511.7,460.9,1250800000,2,1250800000,2,0,0,2817117.117,1784392603,3778447938,26494065,10756590404,565729720,521406800,302134840,0,867864560,2164250.8,388,179,0.684,0.316,567,3.4,84.08,1.231,0.888,140,178,0,0,0,5,5,0,0,0,0,22.523,0,0,7399230,0,94.3
